Query length,Class,Accuracy,Specificity,Sensitivity,Precision
19,Bird,0.9236842105263161,0.9598337950138504,0.23684210526315788,0.23684210526315788
19,Bust,0.9376315789473685,0.9671745152354569,0.37631578947368427,0.37631578947368427
19,Chair,0.95,0.9736842105263157,0.5000000000000001,0.5000000000000001
19,Cup,0.9581578947368421,0.9779778393351801,0.5815789473684209,0.5815789473684209
19,Fish,0.9368421052631579,0.9667590027700831,0.36842105263157887,0.36842105263157887
19,FourLeg,0.9328947368421053,0.9646814404432134,0.32894736842105254,0.32894736842105254
19,Glasses,0.9292105263157895,0.9627423822714682,0.29210526315789476,0.29210526315789476
19,Hand,0.919736842105263,0.9577562326869806,0.19736842105263158,0.19736842105263158
19,Human,0.9334210526315788,0.9649584487534628,0.33421052631578946,0.33421052631578946
19,Mech,0.945,0.9710526315789474,0.45,0.45
19,Octopus,0.9189473684210526,0.9573407202216068,0.1894736842105263,0.1894736842105263
19,Plier,0.9636842105263158,0.9808864265927977,0.6368421052631579,0.6368421052631579
19,Table,0.9434210526315789,0.9702216066481993,0.43421052631578955,0.43421052631578955
19,Teddy,0.9568421052631579,0.9772853185595569,0.5684210526315789,0.5684210526315789
19,Vase,0.9226315789473686,0.9592797783933518,0.22631578947368416,0.5684210526315789
